Frame,Label,X,Y,Width,Height
1733,9,594,99,6,15
1734,9,625,98,7,15
1734,9,594,99,7,15
1735,9,625,98,6,15
1735,9,595,100,7,15
1735,62,247,114,137,129
1736,9,595,100,7,15
1736,9,625,99,6,14
1737,9,625,99,6,14
1738,9,595,100,8,15
1738,9,625,99,6,14
1738,62,207,74,221,200
1738,7,561,135,58,42
1739,7,561,136,56,42
1739,9,595,100,8,15
1739,9,626,99,6,14
1741,2,564,157,59,20
1741,62,205,75,230,201
1743,62,231,99,176,157
1744,62,246,114,146,127
1764,2,482,153,156,148
1765,2,485,153,154,156
1766,2,487,152,152,155
1766,7,398,127,67,69
1767,2,491,153,148,175
1767,7,224,95,244,132
1767,7,414,124,54,75
1768,2,490,154,149,172
1769,2,492,155,146,159
1770,2,495,155,144,170
1771,2,498,155,141,168
1772,2,500,157,138,166
1772,7,369,126,103,75
1773,2,503,159,135,163
1773,7,365,128,108,71
1773,2,365,128,108,71
1774,2,507,161,132,161
1774,7,365,129,110,71
1775,2,507,161,132,156
1775,7,364,128,110,72
1775,2,345,147,24,21
1776,2,510,162,129,158
1776,7,364,129,112,71
1776,2,365,129,112,71
1776,7,263,136,52,49
1776,2,344,142,26,26
1776,2,312,150,14,17
1777,2,513,165,126,156
1777,7,365,129,113,70
1777,7,262,136,56,51
1777,2,365,129,113,71
1777,2,343,142,26,25
1777,2,312,150,15,16
1778,2,516,168,122,152
1778,2,365,129,113,72
1778,7,263,137,56,50
1778,7,365,129,113,71
1778,2,344,143,26,25
1778,2,312,150,16,16
1779,2,518,171,120,146
1779,7,263,136,57,51
1779,2,366,129,113,72
1779,7,366,129,113,72
1779,2,312,149,15,17
1779,2,344,144,26,24
1780,2,523,174,116,140
1780,7,264,136,57,51
1780,7,367,128,114,72
1780,2,367,128,114,72
1780,2,345,144,26,24
1780,2,313,149,16,17
1780,7,238,140,15,16
1781,2,523,174,116,141
1781,7,264,136,57,51
1781,7,367,128,114,72
1781,2,367,128,114,72
1781,2,345,144,26,24
1781,2,312,149,16,17
1781,7,238,140,15,16
1782,7,264,136,57,51
1782,2,525,177,113,133
1782,7,367,128,115,73
1782,2,367,128,115,73
1782,2,345,144,26,23
1782,2,313,150,15,16
1783,2,529,180,109,134
1783,7,264,136,56,52
1783,7,368,128,115,74
1783,2,368,128,115,74
1783,2,345,145,27,23
1783,2,314,150,14,16
1784,2,531,184,107,132
1784,7,263,136,56,52
1784,2,368,128,117,74
1784,7,368,128,117,74
1784,2,346,146,28,22
1784,7,234,139,16,17
1784,2,315,150,14,15
1785,2,535,187,104,127
1785,7,263,135,57,53
1785,7,368,128,117,74
1785,2,368,128,117,75
1785,2,348,146,28,21
1785,2,315,150,13,16
1785,7,233,145,16,11
1786,2,538,188,101,124
1786,7,263,136,57,52
1786,2,369,127,118,74
1786,2,348,146,27,21
1786,7,368,127,117,74
1786,2,344,143,31,24
1786,2,316,150,13,16
1787,2,538,188,100,124
1787,7,263,136,57,52
1787,2,369,127,118,74
1787,2,348,146,28,21
1787,7,368,127,118,74
1787,2,344,143,31,24
1787,2,316,150,13,16
1788,2,540,194,98,121
1788,7,263,135,58,53
1788,7,368,127,119,75
1788,2,369,127,118,75
1788,2,344,140,32,26
1788,11,526,38,17,29
1788,2,316,150,13,16
1789,2,544,194,95,117
1789,7,263,135,58,54
1789,2,368,127,120,76
1789,11,526,38,19,29
1789,2,343,139,32,28
1789,7,369,127,119,75
1789,2,316,150,14,16
1789,2,229,146,15,11
1790,2,547,195,91,117
1790,7,263,135,60,54
1790,2,369,127,120,75
1790,2,347,142,29,25
1790,2,316,150,14,17
1791,2,549,197,90,120
1791,7,263,135,59,54
1791,2,369,126,121,76
1791,7,369,126,121,75
1791,2,343,140,33,27
1791,2,316,150,13,16
1792,2,554,196,85,120
1792,2,369,126,123,77
1792,7,263,136,61,54
1792,7,368,126,124,77
1792,2,348,145,28,22
1792,2,316,150,14,16
1792,2,343,141,33,26
1793,2,555,196,84,119
1793,2,369,126,123,77
1793,7,368,126,124,77
1793,7,263,136,61,53
1793,2,348,144,28,23
1793,2,316,150,14,16
1794,2,557,197,82,123
1794,2,369,126,124,77
1794,7,263,136,60,53
1794,7,369,126,124,77
1794,2,349,146,27,21
1794,2,223,146,20,13
1794,7,223,146,20,13
1794,2,316,151,14,16
1794,2,2,238,633,117
1795,2,560,198,79,125
1795,2,370,126,124,76
1795,7,263,136,61,54
1795,7,369,126,124,76
1795,2,349,146,27,21
1795,7,221,147,19,12
1795,2,344,141,32,26
1796,7,263,136,61,54
1796,2,371,126,124,77
1796,7,370,126,124,78
1796,2,562,199,77,125
1796,2,348,146,28,21
1796,7,218,146,21,13
1796,2,344,140,32,26
1796,7,218,136,22,24
1797,7,215,135,24,25
1797,2,371,126,124,77
1797,7,263,136,61,55
1797,7,216,141,22,18
1797,7,370,126,125,78
1797,2,565,201,74,123
1797,2,349,146,28,21
1797,2,344,142,32,25
1798,2,371,126,125,77
1798,7,263,136,61,55
1798,7,370,125,126,78
1798,7,214,135,25,25
1798,2,568,201,71,123
1798,7,214,143,23,17
1798,2,349,146,28,21
1799,2,371,126,125,77
1799,7,370,125,126,78
1799,7,263,136,61,55
1799,7,213,135,25,25
1799,2,568,201,71,123
1799,2,349,146,28,21
1800,7,211,134,26,27
1800,7,371,126,125,78
1800,7,264,136,60,55
1800,2,372,126,125,77
1800,2,349,146,28,21
1800,2,570,202,68,122
1801,7,208,135,28,26
1801,7,372,126,126,78
1801,7,264,136,61,55
1801,2,349,143,28,23
1801,2,372,127,125,77
1801,7,572,202,67,122
1801,2,573,203,66,120
1801,2,318,150,14,17
1802,7,205,134,31,28
1802,7,264,136,60,56
1802,7,372,126,126,78
1802,2,373,127,126,77
1802,2,350,141,27,25
1802,7,575,202,64,122
1802,2,575,203,64,121
1803,7,264,136,61,55
1803,7,373,126,126,78
1803,2,373,127,126,77
1803,7,203,134,29,28
1803,7,203,146,27,16
1803,2,350,141,27,25
1803,2,578,204,61,116
1803,2,319,151,14,16
1803,7,577,204,61,118
1804,7,200,134,31,28
1804,7,373,126,127,78
1804,7,264,136,61,55
1804,2,374,127,127,78
1804,2,349,140,29,26
1804,2,581,204,58,115
1804,7,581,203,58,119
1804,7,345,140,32,26
1804,2,320,151,14,16
1805,7,373,126,127,78
1805,7,200,134,31,28
1805,7,264,136,61,55
1805,7,200,142,27,21
1805,2,581,204,58,116
1805,2,348,141,29,25
1805,2,320,151,14,17
1806,7,373,126,127,79
1806,7,264,136,62,55
1806,7,197,134,30,29
1806,7,197,144,29,19
1806,2,582,205,56,117
1806,2,347,142,30,24
1807,7,374,126,127,79
1807,7,264,136,62,55
1807,2,374,126,128,79
1807,2,584,204,55,118
1807,7,193,134,31,29
1807,2,348,142,30,24
1807,2,320,151,14,17
1807,7,584,204,55,119
1808,7,188,132,36,32
1808,7,374,127,127,78
1808,7,264,136,63,56
1808,2,374,127,128,79
1808,2,348,143,30,24
1808,2,320,150,14,17
1808,2,351,148,27,19
1808,2,586,206,53,115
1809,7,375,127,127,78
1809,7,264,136,63,56
1809,7,185,132,36,33
1809,2,374,127,128,79
1809,2,320,150,14,18
1809,2,348,142,31,25
1809,2,587,205,51,118
1810,7,179,132,39,33
1810,7,264,136,64,56
1810,7,375,127,127,79
1810,2,375,127,128,79
1810,2,320,150,14,18
1810,2,350,142,29,25
1810,2,588,205,50,120
1810,2,340,145,16,15
1811,7,179,132,39,33
1811,7,375,127,127,79
1811,7,264,136,64,56
1811,2,375,127,128,79
1811,2,320,150,14,18
1811,2,350,142,29,25
1811,2,589,205,50,121
1811,2,340,145,16,15
1812,7,176,131,40,36
1812,7,264,136,64,56
1812,7,375,127,128,79
1812,2,375,127,128,79
1812,2,320,150,14,18
1812,2,592,205,47,122
1812,2,349,142,29,25
1812,2,340,145,16,14
1813,7,170,130,43,37
1813,7,375,127,128,79
1813,7,264,136,65,56
1813,2,320,150,14,17
1813,2,349,141,30,25
1813,2,341,145,15,14
1814,7,166,131,44,37
1814,7,376,127,127,79
1814,7,264,136,65,56
1814,2,320,150,14,18
1814,2,594,207,44,116
1814,2,350,141,29,25
1814,2,341,145,15,13
1815,7,376,127,128,79
1815,7,159,130,48,40
1815,7,264,136,66,56
1815,2,595,207,44,117
1815,2,320,150,15,17
1815,2,350,140,29,26
1816,7,152,130,51,42
1816,7,376,127,128,79
1816,7,264,136,65,56
1816,2,320,151,15,17
1816,2,350,139,30,28
1816,2,596,207,43,117
1817,7,151,130,52,41
1817,7,376,127,128,79
1817,7,264,136,65,56
1817,2,320,151,15,17
1817,2,350,138,31,28
1817,7,351,139,29,27
1817,2,596,207,43,117
1818,7,145,129,55,44
1818,7,376,127,128,79
1818,7,264,136,66,56
1818,2,320,151,15,17
1818,2,350,138,31,29
1818,7,351,139,30,27
1818,2,597,208,42,117
1819,7,138,129,58,45
1819,7,376,127,128,79
1819,7,264,136,65,56
1819,2,320,151,15,17
1819,2,350,138,31,29
1820,7,128,128,64,47
1820,7,376,127,128,79
1820,7,264,136,66,57
1820,2,376,127,128,79
1820,2,321,150,15,18
1820,2,351,140,30,27
1821,7,119,128,68,49
1821,7,376,127,128,78
1821,7,264,136,66,58
1821,2,376,127,128,79
1821,2,321,150,15,18
1821,2,350,140,31,27
1822,7,110,127,71,52
1822,7,376,127,127,78
1822,7,264,136,66,58
1822,2,351,140,30,27
1822,2,322,150,15,18
1823,7,107,127,73,52
1823,7,376,127,128,78
1823,7,264,136,67,57
1823,2,376,127,128,78
1823,2,351,140,30,27
1823,2,321,150,15,19
1824,7,97,126,77,56
1824,7,376,127,127,78
1824,7,264,136,68,57
1824,2,376,127,128,78
1824,2,351,140,30,27
1824,2,322,149,14,19
1825,7,84,125,85,58
1825,7,376,127,127,78
1825,7,264,136,67,57
1825,2,351,141,30,26
1825,2,323,149,14,19
1826,7,70,124,90,63
1826,7,376,127,127,78
1826,7,264,136,67,57
1826,2,322,150,14,18
1826,2,351,140,30,27
1827,7,54,123,99,67
1827,7,376,128,127,78
1827,7,264,136,68,57
1827,2,323,149,13,19
1827,2,351,140,31,27
1828,7,376,128,127,78
1828,7,35,120,111,72
1828,7,264,136,68,57
1828,2,324,150,11,18
1828,2,351,143,30,24
1828,2,35,146,72,47
1829,7,376,128,127,78
1829,7,30,120,113,72
1829,7,264,136,68,57
1829,2,31,146,74,47
1829,2,324,150,12,18
1829,2,351,142,30,25
1830,7,376,128,127,78
1830,7,264,135,68,58
1830,7,13,119,123,76
1830,7,42,120,94,64
1830,2,324,150,12,19
1830,2,352,142,30,25
1830,2,12,146,79,50
1831,7,0,118,125,80
1831,7,376,128,126,77
1831,7,264,135,67,58
1831,2,351,142,30,25
1831,2,325,150,11,19
1832,7,0,117,113,86
1832,7,376,128,126,77
1832,7,264,135,66,58
1832,2,351,141,30,26
1832,2,325,150,11,18
1833,7,377,128,126,77
1833,7,264,136,67,58
1833,7,0,114,99,91
1833,6,0,115,99,92
1833,2,352,141,30,26
1833,2,325,150,11,18
1834,7,376,128,125,77
1834,7,265,136,67,58
1834,2,352,141,29,26
1834,7,0,112,85,87
1834,2,325,150,12,18
1835,7,377,128,125,77
1835,7,264,136,67,58
1835,2,352,141,30,26
1835,2,325,150,12,18
1836,7,376,128,125,77
1836,7,265,136,66,58
1836,2,352,141,29,26
1837,7,376,128,124,77
1837,7,265,136,67,58
1837,2,351,141,30,26
1837,2,324,151,12,18
1838,7,376,128,124,76
1838,7,265,136,68,58
1838,2,351,140,30,26
1839,7,376,127,123,77
1839,7,265,136,68,59
1839,2,351,140,30,26
1840,7,376,127,122,77
1840,7,265,136,69,59
1840,2,375,128,122,76
1840,2,351,141,31,26
1841,7,376,128,122,77
1841,7,265,135,69,59
1841,2,352,141,32,26
1842,7,375,127,122,77
1842,7,265,135,69,59
1842,2,352,141,32,26
1843,7,265,135,69,59
1843,7,375,128,122,76
1843,2,375,128,121,76
1843,2,352,141,29,26
1844,7,265,135,69,59
1844,7,375,128,121,76
1844,2,375,128,121,76
1844,2,352,141,29,25
1845,7,265,135,69,59
1845,7,375,128,121,76
1845,2,375,128,121,76
1845,2,352,141,27,25
1846,7,265,135,69,60
1846,2,375,128,120,76
1846,7,375,128,120,76
1846,2,352,141,28,25
1847,7,265,135,69,60
1847,2,375,128,120,76
1847,7,375,128,120,76
1847,2,352,142,28,25
1848,7,265,135,68,59
1848,7,374,128,119,75
1848,2,374,128,120,75
1848,2,598,211,41,111
1848,2,352,141,28,25
1849,7,373,128,120,76
1849,7,265,135,67,60
1849,2,374,128,120,75
1849,2,353,141,29,26
1849,2,341,145,14,13
1849,2,597,210,42,113
1849,2,325,152,12,18
1850,7,374,128,119,74
1850,7,266,135,67,60
1850,2,374,128,120,74
1850,2,353,142,28,25
1850,2,340,145,14,13
1850,2,325,152,11,17
1850,2,597,208,42,115
1851,7,266,135,67,60
1851,7,374,129,119,74
1851,2,374,128,119,74
1851,2,340,145,15,13
1851,2,324,152,12,18
1851,2,353,142,27,25
1851,2,353,148,25,19
1852,7,266,135,67,59
1852,7,373,128,119,75
1852,2,374,128,118,74
1852,2,596,208,43,114
1852,2,325,152,12,18
1852,2,353,153,23,14
1852,2,340,146,14,13
1853,7,266,135,67,59
1853,7,373,128,119,75
1853,2,374,128,118,74
1853,2,596,207,42,116
1853,2,325,152,12,18
1853,2,340,146,13,13
1854,7,266,135,67,59
1854,2,374,128,116,74
1854,7,374,128,116,74
1854,2,596,207,43,115
1854,2,325,152,12,17
1854,2,340,146,13,13
1854,2,352,142,27,23
1855,7,266,135,67,59
1855,7,374,129,116,72
1855,2,374,129,115,73
1855,2,594,210,44,112
1855,2,325,152,11,17
1855,2,340,146,13,13
1855,2,353,151,24,16
1855,2,352,142,26,24
1856,7,266,135,66,59
1856,7,372,129,116,72
1856,2,374,128,114,73
1856,2,325,152,12,17
1856,2,340,146,13,13
1856,2,352,142,26,24
1856,2,353,150,24,17
1857,7,266,135,66,59
1857,7,374,128,114,72
1857,2,373,128,114,73
1857,2,339,146,14,13
1857,2,325,151,12,18
1857,2,354,152,23,15
1857,2,352,142,26,24
1858,7,372,129,114,70
1858,7,266,135,65,59
1858,2,373,129,114,72
1858,2,325,151,12,19
1858,2,351,143,26,23
1858,2,353,151,24,16
1858,2,339,146,14,12
1859,7,373,128,114,71
1859,7,266,135,65,59
1859,2,373,129,114,71
1859,2,325,151,12,19
1859,2,352,143,26,23
1859,2,353,151,23,16
1859,2,339,146,14,12
1860,7,373,128,114,71
1860,7,266,135,65,59
1860,2,373,128,114,72
1860,2,325,151,12,19
1860,2,353,149,24,18
1860,2,351,142,28,23
1861,7,373,128,113,71
1861,7,266,135,65,59
1861,2,373,129,113,71
1861,2,325,150,12,19
1861,2,353,149,23,18
1861,2,351,143,26,23
1861,2,339,146,14,12
1862,7,373,128,113,70
1862,7,266,135,65,59
1862,2,373,129,113,70
1862,2,353,148,24,19
1862,2,351,143,27,23
1862,2,325,150,13,19
1863,7,266,135,65,59
1863,7,373,128,113,70
1863,2,372,129,113,70
1863,2,353,147,25,20
1863,2,351,143,28,23
1863,2,325,151,13,19
1864,7,266,135,65,59
1864,7,372,128,112,71
1864,2,372,129,112,71
1864,2,354,150,23,16
1864,2,353,145,25,21
1864,2,340,146,14,12
1864,2,325,150,13,19
1865,7,266,135,65,58
1865,7,372,128,111,70
1865,2,372,129,111,70
1865,2,353,148,23,19
1865,2,352,143,27,23
1866,7,266,135,65,58
1866,7,372,128,111,70
1866,2,371,129,112,70
1866,2,353,148,23,19
1866,2,352,143,27,23
1866,2,339,146,14,12
1867,7,372,129,110,70
1867,7,267,135,65,58
1867,2,372,129,110,70
1867,2,354,148,24,19
1867,2,353,143,27,22
1867,2,339,146,14,12
1868,7,267,135,66,58
1868,7,372,129,109,69
1868,2,372,129,110,70
1868,2,354,150,23,17
1868,2,339,146,14,12
1868,2,353,144,27,22
1869,7,267,135,66,58
1869,7,372,129,108,70
1869,2,372,129,109,69
1869,2,354,148,24,19
1869,2,353,144,28,22
1869,2,339,147,13,12
1870,7,267,135,66,59
1870,7,372,129,107,69
1870,2,372,129,108,69
1870,2,355,152,22,15
1870,2,586,204,52,120
1870,2,353,144,27,22
1870,2,339,147,13,11
1871,7,267,135,66,59
1871,7,372,129,106,70
1871,2,372,129,107,70
1871,2,354,147,24,20
1871,2,339,147,13,12
1871,2,352,142,28,24
1871,2,586,205,53,120
1872,7,267,135,66,59
1872,7,372,129,106,70
1872,2,372,129,107,70
1872,2,354,147,24,19
1872,2,339,147,13,11
1872,2,585,204,54,120
1872,2,352,143,28,23
1873,7,267,135,66,59
1873,7,372,129,105,70
1873,2,372,129,106,70
1873,2,355,148,23,18
1873,2,352,143,26,23
1874,7,267,135,66,59
1874,2,372,129,106,69
1874,7,372,129,106,69
1874,2,355,148,22,18
1874,2,353,144,26,22
1875,7,267,135,66,59
1875,2,372,129,106,69
1875,7,372,129,105,69
1875,2,355,148,22,19
1875,2,339,147,13,12
1875,2,583,204,56,120
1876,7,267,135,66,60
1876,7,372,129,105,68
1876,2,372,129,105,68
1876,2,355,148,23,19
1876,2,339,147,14,12
1876,2,353,143,27,22
1877,7,268,135,66,60
1877,7,372,129,104,68
1877,2,372,130,105,68
1877,2,355,147,24,20
1877,2,353,143,28,23
1877,2,340,147,13,12
1878,7,268,135,65,60
1878,7,372,129,104,68
1878,2,372,130,104,68
1878,2,355,148,22,18
1878,2,354,144,28,22
1878,2,340,146,13,12
1879,7,268,135,66,60
1879,7,372,130,103,67
1879,2,372,130,103,67
1879,2,355,148,22,18
1879,2,354,145,28,21
1880,7,268,135,66,60
1880,2,372,130,102,67
1880,7,372,129,102,66
1880,2,355,148,23,19
1880,2,353,144,28,22
1880,2,340,146,13,12
1881,2,372,130,102,67
1881,7,268,135,66,60
1881,7,372,129,102,67
1881,2,355,149,22,17
1881,2,354,146,27,20
1882,2,372,130,101,67
1882,7,268,135,66,60
1882,7,372,129,101,66
1882,2,354,147,24,20
1883,2,371,130,100,66
1883,7,268,136,65,59
1883,7,372,129,100,66
1883,2,354,148,22,18
1883,2,354,144,25,21
1884,2,372,130,100,67
1884,7,268,136,65,59
1884,7,372,129,100,66
1884,2,354,148,22,18
1884,2,354,144,26,22
1884,2,579,202,60,122
1885,2,372,130,99,66
1885,7,268,136,65,59
1885,2,355,148,22,18
1885,2,354,144,26,21
1886,2,372,130,98,66
1886,7,268,136,65,59
1886,2,355,148,21,18
1886,7,372,129,98,65
1886,2,577,201,62,123
1887,7,268,136,66,59
1887,2,372,130,98,66
1887,7,372,130,98,65
1887,2,355,149,21,17
1887,2,576,201,63,123
1888,7,268,136,65,59
1888,2,372,130,97,65
1888,7,372,130,98,65
1888,2,355,148,21,18
1889,7,269,136,65,59
1889,2,372,130,97,65
1889,7,372,130,97,65
1889,2,356,150,20,16
1890,7,269,136,65,59
1890,7,372,130,97,65
1890,2,372,130,97,65
1890,2,356,151,20,16
1890,2,574,199,65,126
1891,7,269,136,66,59
1891,7,371,129,97,65
1891,2,356,150,20,16
1891,2,573,197,66,126
1892,7,268,136,65,59
1892,7,372,130,96,64
1892,2,356,151,19,15
1892,2,573,198,66,125
1893,7,268,136,66,59
1893,7,371,130,96,64
1893,2,355,149,19,16
1893,2,573,198,66,126
1894,7,269,136,66,59
1894,7,371,130,95,64
1894,2,571,197,68,126
1894,2,371,130,95,64
1894,2,355,149,19,17
1895,7,269,136,65,59
1895,2,571,195,68,128
1895,7,372,130,94,63
1895,2,371,130,94,64
1895,2,355,148,19,18
1895,2,340,146,13,12
1896,7,269,136,65,59
1896,2,570,196,68,128
1896,2,371,130,94,64
1896,7,372,130,94,63
1896,2,355,148,19,18
1897,2,569,196,69,128
1897,7,269,136,65,59
1897,7,371,130,94,63
1897,2,371,130,94,64
1897,2,355,148,18,18
1897,2,340,146,13,12
1898,2,569,195,70,129
1898,7,269,136,65,59
1898,7,371,130,93,64
1898,2,371,130,93,63
1898,2,355,147,19,18
1898,2,340,146,14,12
1899,7,269,136,65,59
1899,7,371,130,92,63
1899,2,567,194,72,130
1899,2,371,130,92,63
1899,2,355,147,19,18
1899,2,340,146,14,12
1900,7,370,130,92,63
1900,7,269,136,65,59
1900,2,566,195,73,128
1900,2,371,130,92,63
1900,2,355,147,19,18
1900,2,340,147,13,12
1901,7,370,130,91,63
1901,2,565,195,74,128
1901,7,269,136,65,59
1901,2,355,147,20,18
1902,2,565,195,74,128
1902,7,370,130,91,63
1902,7,269,136,65,59
1902,2,356,148,19,18
1903,2,564,195,75,127
1903,7,269,136,65,59
1903,7,370,130,91,62
1903,2,370,131,92,62
1903,2,356,147,19,18
1904,2,563,195,76,127
1904,7,371,130,91,63
1904,7,269,136,65,59
1904,2,355,147,19,18
1905,7,370,130,91,62
1905,2,562,194,77,125
1905,7,269,136,66,60
1905,2,355,149,19,16
1906,7,370,130,91,62
1906,2,560,194,79,123
1906,7,269,136,67,60
1907,7,369,130,91,61
1907,7,269,136,66,60
1907,2,558,193,81,123
1908,2,558,193,81,121
1908,7,369,130,91,61
1908,7,269,136,67,60
1909,2,557,192,81,122
1909,7,369,130,91,61
1909,7,269,136,67,60
1910,7,269,136,68,61
1910,2,556,193,82,117
1910,7,369,131,90,60
1910,2,355,145,20,19
1911,2,555,193,83,117
1911,7,369,131,89,60
1911,7,269,136,67,60
1911,2,355,145,20,19
1912,2,555,191,84,117
1912,7,369,131,89,60
1912,7,269,136,68,60
1912,2,355,145,19,19
1913,2,553,191,85,121
1913,7,269,136,69,61
1913,7,369,131,88,60
1913,2,355,145,20,20
1914,2,553,190,86,118
1914,7,269,136,69,61
1914,7,369,131,88,60
1914,2,355,144,20,20
1915,2,552,190,87,118
1915,7,269,136,69,60
1915,7,369,131,88,60
1915,2,355,143,20,21
1916,2,550,191,88,116
1916,7,269,136,68,61
1916,7,369,131,88,61
1916,2,355,143,20,21
1917,2,549,190,90,116
1917,7,369,131,87,60
1917,7,269,136,67,61
1917,2,355,143,20,21
1918,2,548,188,91,116
1918,7,369,131,87,60
1918,7,270,136,67,61
1918,2,370,131,86,59
1918,2,355,142,21,22
1918,2,339,147,14,12
1919,2,547,186,91,118
1919,7,270,136,68,61
1919,7,369,130,87,60
1919,2,369,131,86,60
1919,2,355,142,20,22
1920,2,547,187,92,120
1920,7,270,136,68,61
1920,7,369,130,86,60
1920,2,370,131,85,59
1920,2,355,142,20,22
1921,7,270,136,68,61
1921,2,546,186,93,121
1921,7,369,130,85,60
1921,2,370,131,85,59
1921,2,355,142,21,22
1922,7,270,136,68,61
1922,7,369,130,85,60
1922,2,370,131,85,59
1922,2,545,184,94,119
1922,2,355,142,21,22
1923,7,271,136,68,61
1923,7,370,130,84,60
1923,2,370,131,84,59
1923,2,544,182,95,126
1923,2,354,142,22,23
1924,7,271,136,68,61
1924,2,371,131,84,59
1924,7,370,131,84,59
1924,2,354,141,23,23
1924,2,543,181,96,134
1925,7,271,136,68,61
1925,7,371,131,83,59
1925,2,371,131,83,58
1925,2,543,180,96,134
1925,2,354,142,22,23
1926,7,271,136,68,61
1926,7,371,131,83,59
1926,2,371,131,83,58
1926,2,543,180,96,132
1926,2,354,142,22,23
1927,7,271,136,70,62
1927,7,371,131,83,59
1927,2,542,180,97,126
1927,2,371,131,82,58
1927,2,355,142,22,22
1928,7,272,136,72,62
1928,7,371,131,83,58
1928,2,541,176,97,128
1928,2,356,142,22,23
1929,7,272,136,72,63
1929,7,371,131,82,58
1929,2,541,163,98,145
1929,2,356,142,20,22
1930,7,272,136,72,62
1930,7,371,131,82,58
1930,2,540,173,99,134
1930,2,357,142,20,22
1931,7,273,136,71,62
1931,7,372,131,82,58
1931,2,540,173,99,132
1931,2,356,143,20,21
1932,7,273,136,71,62
1932,7,372,131,82,58
1932,2,540,172,98,133
1932,2,356,142,21,22
1933,7,274,136,71,62
1933,2,539,173,100,127
1933,7,372,131,82,58
1933,2,356,143,20,21
1934,2,538,173,101,127
1934,7,274,136,71,62
1934,7,372,131,82,58
1934,2,373,131,82,57
1934,2,358,145,18,19
1935,2,537,173,102,122
1935,7,275,136,71,62
1935,2,372,131,82,57
1935,7,373,130,83,58
1935,2,357,142,22,22
1936,2,536,172,103,121
1936,7,275,136,72,62
1936,2,373,130,82,57
1936,7,373,130,82,58
1936,2,358,142,22,23
1937,2,536,169,102,141
1937,7,277,136,71,63
1937,7,374,130,82,58
1937,2,359,142,22,22
1937,2,374,130,81,58
1938,2,537,169,102,141
1938,7,277,136,71,63
1938,7,374,130,81,58
1938,2,359,142,22,22
1938,2,374,131,81,57
1939,2,536,168,103,142
1939,7,277,135,72,64
1939,7,375,131,82,58
1939,2,375,131,81,57
1939,2,361,142,22,22
1940,7,278,136,72,64
1940,2,536,167,103,138
1940,2,375,131,81,57
1940,7,375,130,82,58
1940,2,361,142,23,21
1941,7,279,136,72,64
1941,2,536,166,103,141
1941,7,376,130,81,58
1941,2,361,142,22,22
1941,2,376,131,81,57
1942,2,536,166,103,141
1942,7,280,136,73,64
1942,7,377,130,82,57
1942,2,376,131,83,56
1942,2,362,142,22,22
1942,2,279,136,74,64
1943,2,536,165,103,145
1943,7,280,136,72,64
1943,7,378,131,81,57
1943,2,378,131,81,56
1943,2,363,143,21,21
1944,2,536,165,103,144
1944,7,281,136,72,64
1944,7,378,131,81,57
1944,2,363,143,20,21
1944,2,378,132,82,55
1945,2,536,165,103,144
1945,7,281,136,71,64
1945,7,379,131,82,58
1945,2,364,145,20,19
1945,2,379,132,82,56
1946,2,536,164,103,144
1946,7,282,136,72,64
1946,7,380,131,81,57
1946,2,364,143,20,21
1946,2,380,132,81,55
1947,2,536,163,103,147
1947,7,283,136,72,64
1947,7,380,131,82,56
1947,2,381,132,82,56
1947,2,365,146,20,17
1947,2,283,135,72,64
1948,2,536,163,103,146
1948,7,284,136,74,65
1948,7,382,131,80,56
1948,2,382,132,80,55
1948,2,284,136,74,64
1948,2,367,144,20,20
1949,2,536,163,103,138
1949,7,285,136,74,65
1949,7,382,131,81,56
1949,2,383,132,80,55
1949,2,284,136,73,65
1949,2,366,142,23,22
1950,2,536,163,102,141
1950,7,285,136,74,65
1950,2,383,132,79,55
1950,7,383,132,80,56
1950,2,285,136,72,65
1950,2,367,143,23,21
1951,2,537,162,102,141
1951,7,286,136,73,65
1951,7,383,131,80,56
1951,2,384,132,80,56
1951,2,369,143,21,21
1952,2,537,160,102,140
1952,7,287,136,73,65
1952,7,384,131,82,56
1952,2,287,136,72,65
1952,2,369,143,20,21
1953,2,539,160,100,142
1953,7,288,136,74,64
1953,2,288,136,73,64
1953,7,386,132,79,55
1953,2,387,132,79,55
1953,2,370,142,23,22
1954,2,289,136,73,64
1954,2,539,163,100,135
1954,7,387,132,81,56
1954,2,387,132,80,55
1954,2,370,142,21,22
1955,2,291,136,74,65
1955,7,388,131,80,56
1955,2,388,132,80,55
1955,2,538,164,101,129
1955,2,372,143,21,20
1956,2,291,136,74,65
1956,7,389,131,80,56
1956,2,540,164,99,127
1956,2,389,132,80,56
1956,2,372,143,23,21
1957,2,540,163,99,121
1957,7,389,131,80,56
1957,2,292,136,74,64
1957,2,389,131,80,56
1957,7,292,136,74,63
1957,2,374,143,23,21
1958,2,391,131,80,55
1958,2,293,136,74,65
1958,2,540,163,98,119
1958,7,391,132,80,56
1958,2,374,140,26,24
1959,2,294,135,73,66
1959,2,392,132,81,55
1959,2,542,163,96,117
1959,7,392,132,81,55
1959,2,375,141,24,23
1959,7,294,136,73,65
1960,2,545,164,94,116
1960,7,393,131,80,56
1960,7,296,136,74,66
1960,2,393,132,80,55
1960,2,296,136,73,65
1960,2,377,143,21,21
1961,2,546,164,93,110
1961,7,394,131,82,56
1961,7,297,135,74,65
1961,2,297,136,73,64
1961,2,379,144,21,20
1962,2,547,164,92,109
